4.930765151977539s 	18506294 photons in 1008640 bins
6.299368858337402s 	18506294 photons in 1008640 bins
         9174210 function calls (9172717 primitive calls) in 11.281 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _simple_stubs.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _simple_stubs.py:72(ChannelCache)
        1    0.000    0.000    0.000    0.000 _typing.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:14(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:82(add)
1008657/1008648    0.080    0.000    0.203    0.000 abc.py:100(__subclasscheck__)
      159    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       87    0.000    0.000    0.001    0.000 abc.py:84(__new__)
        8    0.000    0.000    0.000    0.000 abc.py:89(register)
  1008640    0.081    0.000    0.428    0.000 abc.py:96(__instancecheck__)
        2    0.000    0.000    0.000    0.000 api_implementation.py:111(IsPythonDefaultSerializationDeterministic)
        1    0.000    0.000    0.000    0.000 api_implementation.py:31(<module>)
      167    0.000    0.000    0.000    0.000 api_implementation.py:95(Type)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.013    0.013 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 containers.py:105(__init__)
  1008640    0.255    0.000    1.046    0.000 containers.py:117(append)
        1    0.000    0.000    0.000    0.000 containers.py:209(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 containers.py:31(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:319(ScalarMap)
        1    0.000    0.000    0.000    0.000 containers.py:409(MessageMap)
        1    0.000    0.000    0.000    0.000 containers.py:48(BaseContainer)
        1    0.000    0.000    0.000    0.000 containers.py:519(_UnknownField)
        1    0.000    0.000    0.000    0.000 containers.py:545(UnknownFieldRef)
        1    0.000    0.000    0.000    0.000 containers.py:55(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:579(UnknownFieldSet)
      986    0.005    0.000    0.005    0.000 containers.py:65(__getitem__)
        1    0.000    0.000    0.000    0.000 containers.py:99(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.000    0.000 contextlib.py:215(contextmanager)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1145(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:492(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
  1008641    0.267    0.000    0.267    0.000 decoder.py:107(DecodeVarint)
        2    0.000    0.000    0.000    0.000 decoder.py:124(_SignedVarintDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:156(ReadTag)
       13    0.000    0.000    0.000    0.000 decoder.py:185(_SimpleDecoder)
       52    0.000    0.000    0.000    0.000 decoder.py:194(SpecificDecoder)
        1    0.200    0.200    1.513    1.513 decoder.py:198(DecodePackedField)
        3    0.000    0.000    0.000    0.000 decoder.py:248(_ModifiedDecoder)
        4    0.000    0.000    0.000    0.000 decoder.py:262(_StructPackDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:287(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:31(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:332(_DoubleDecoder)
        6    0.000    0.000    0.000    0.000 decoder.py:372(EnumDecoder)
       37    0.000    0.000    0.000    0.000 decoder.py:543(StringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:596(BytesDecoder)
       37    0.000    0.000    0.000    0.000 decoder.py:684(MessageDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:97(_VarintDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:997(_FieldSkipper)
      127    0.000    0.000    0.000    0.000 descriptor.py:1061(_ToJsonName)
        1    0.000    0.000    0.000    0.000 descriptor.py:113(DescriptorBase)
      200    0.000    0.000    0.000    0.000 descriptor.py:133(__init__)
        2    0.000    0.000    0.004    0.002 descriptor.py:157(GetOptions)
        1    0.000    0.000    0.000    0.000 descriptor.py:184(_NestedDescriptorBase)
       36    0.000    0.000    0.000    0.000 descriptor.py:187(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:241(Descriptor)
        1    0.000    0.000    0.001    0.001 descriptor.py:31(<module>)
       29    0.000    0.000    0.000    0.000 descriptor.py:315(__init__)
      156    0.000    0.000    0.000    0.000 descriptor.py:343(<genexpr>)
      156    0.000    0.000    0.000    0.000 descriptor.py:344(<genexpr>)
       35    0.000    0.000    0.000    0.000 descriptor.py:350(<genexpr>)
       35    0.000    0.000    0.000    0.000 descriptor.py:355(<genexpr>)
       62    0.000    0.000    0.000    0.000 descriptor.py:356(<genexpr>)
       29    0.000    0.000    0.000    0.000 descriptor.py:362(<genexpr>)
       29    0.000    0.000    0.000    0.000 descriptor.py:366(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptor.py:420(FieldDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:51(Error)
        1    0.000    0.000    0.000    0.000 descriptor.py:55(TypeTransformationError)
      127    0.000    0.000    0.000    0.000 descriptor.py:562(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:641(EnumDescriptor)
        6    0.000    0.000    0.000    0.000 descriptor.py:675(__init__)
       39    0.000    0.000    0.000    0.000 descriptor.py:695(<genexpr>)
       39    0.000    0.000    0.000    0.000 descriptor.py:697(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptor.py:709(EnumValueDescriptor)
       33    0.000    0.000    0.000    0.000 descriptor.py:738(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:753(OneofDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:76(_Lock)
        1    0.000    0.000    0.000    0.000 descriptor.py:793(ServiceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:830(__init__)
        3    0.000    0.000    0.000    0.000 descriptor.py:842(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptor.py:868(MethodDescriptor)
        2    0.000    0.000    0.000    0.000 descriptor.py:895(__init__)
        1    0.000    0.000    0.000    0.000 descriptor.py:934(FileDescriptor)
        2    0.000    0.000    0.000    0.000 descriptor.py:986(__init__)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:38(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:42(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:46(DescriptorDatabase)
        2    0.000    0.000    0.000    0.000 descriptor_database.py:49(__init__)
        1    0.000    0.000    0.003    0.003 descriptor_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:118(DescriptorPool)
        2    0.000    0.000    0.000    0.000 descriptor_pool.py:127(__init__)
        3    0.000    0.000    0.000    0.000 descriptor_pool.py:1288(Default)
       36    0.000    0.000    0.000    0.000 descriptor_pool.py:157(_CheckConflictRegister)
       29    0.000    0.000    0.000    0.000 descriptor_pool.py:230(_AddDescriptor)
        6    0.000    0.000    0.000    0.000 descriptor_pool.py:255(_AddEnumDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:296(_AddServiceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:31(<module>)
        2    0.000    0.000    0.000    0.000 descriptor_pool.py:364(_InternalAddFileDescriptor)
       37    0.000    0.000    0.000    0.000 descriptor_pool.py:382(_AddFileDescriptor)
        5    0.000    0.000    0.000    0.000 descriptor_pool.py:71(_Deprecated)
      127    0.000    0.000    0.000    0.000 encoder.py:109(_TagSize)
        2    0.000    0.000    0.000    0.000 encoder.py:124(_SimpleSizer)
       25    0.000    0.000    0.000    0.000 encoder.py:128(SpecificSizer)
        1    0.000    0.000    0.000    0.000 encoder.py:153(_ModifiedSizer)
        3    0.000    0.000    0.000    0.000 encoder.py:182(_FixedSizer)
       27    0.000    0.000    0.000    0.000 encoder.py:186(SpecificSizer)
       37    0.000    0.000    0.000    0.000 encoder.py:228(StringSizer)
        1    0.000    0.000    0.000    0.000 encoder.py:250(BytesSizer)
       37    0.000    0.000    0.000    0.000 encoder.py:290(MessageSizer)
        1    0.000    0.000    0.000    0.000 encoder.py:31(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:370(_VarintEncoder)
      300    0.000    0.000    0.000    0.000 encoder.py:375(EncodeVarint)
        1    0.000    0.000    0.000    0.000 encoder.py:387(_SignedVarintEncoder)
      298    0.000    0.000    0.000    0.000 encoder.py:411(_VarintBytes)
      298    0.000    0.000    0.000    0.000 encoder.py:420(TagBytes)
        2    0.000    0.000    0.000    0.000 encoder.py:430(_SimpleEncoder)
       25    0.000    0.000    0.000    0.000 encoder.py:441(SpecificEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:471(_ModifiedEncoder)
        4    0.000    0.000    0.000    0.000 encoder.py:505(_StructPackEncoder)
        2    0.000    0.000    0.000    0.000 encoder.py:543(_FloatingPointEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:581(SpecificEncoder)
       26    0.000    0.000    0.000    0.000 encoder.py:647(BoolEncoder)
       37    0.000    0.000    0.000    0.000 encoder.py:684(StringEncoder)
        2    0.000    0.000    0.000    0.000 encoder.py:700(EncodeField)
        1    0.000    0.000    0.000    0.000 encoder.py:708(BytesEncoder)
       37    0.000    0.000    0.000    0.000 encoder.py:751(MessageEncoder)
      127    0.000    0.000    0.000    0.000 encoder.py:80(_VarintSize)
      242    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       25    0.000    0.000    0.000    0.000 enum.py:124(__prepare__)
       25    0.001    0.000    0.002    0.000 enum.py:136(__new__)
       25    0.000    0.000    0.000    0.000 enum.py:153(<dictcomp>)
       25    0.000    0.000    0.000    0.000 enum.py:178(<setcomp>)
       62    0.000    0.000    0.000    0.000 enum.py:199(<genexpr>)
      317    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
      316    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
       41    0.000    0.000    0.002    0.000 enum.py:289(__call__)
       26    0.000    0.000    0.000    0.000 enum.py:338(__getattr__)
        1    0.000    0.000    0.000    0.000 enum.py:357(__iter__)
       10    0.000    0.000    0.000    0.000 enum.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
       18    0.000    0.000    0.000    0.000 enum.py:363(__members__)
      397    0.000    0.000    0.000    0.000 enum.py:379(__setattr__)
       13    0.000    0.000    0.002    0.000 enum.py:392(_create_)
       13    0.000    0.000    0.002    0.000 enum.py:445(_convert_)
       13    0.000    0.000    0.001    0.000 enum.py:462(<listcomp>)
      136    0.000    0.000    0.000    0.000 enum.py:468(<lambda>)
       25    0.000    0.000    0.000    0.000 enum.py:478(_check_for_existing_members)
       63    0.000    0.000    0.000    0.000 enum.py:485(_get_mixins_)
       63    0.000    0.000    0.000    0.000 enum.py:496(_find_data_type)
       25    0.000    0.000    0.000    0.000 enum.py:528(_find_new_)
       25    0.000    0.000    0.000    0.000 enum.py:58(__init__)
       28    0.000    0.000    0.000    0.000 enum.py:580(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:620(_generate_next_value_)
      316    0.000    0.000    0.001    0.000 enum.py:65(__setitem__)
       17    0.000    0.000    0.000    0.000 enum.py:665(__hash__)
       27    0.000    0.000    0.000    0.000 enum.py:678(name)
       17    0.000    0.000    0.000    0.000 enum.py:683(value)
        1    0.000    0.000    0.000    0.000 enum.py:809(_missing_)
        1    0.000    0.000    0.000    0.000 enum.py:816(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 enum.py:846(__or__)
       13    0.000    0.000    0.000    0.000 enum.py:852(__and__)
        4    0.000    0.000    0.000    0.000 enum.py:875(unique)
        1    0.000    0.000    0.000    0.000 enum.py:888(_decompose)
        2    0.000    0.000    0.000    0.000 enum.py:909(<lambda>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:31(<module>)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:41(EnumTypeWrapper)
        6    0.000    0.000    0.000    0.000 enum_type_wrapper.py:46(__init__)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:162(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:24(Handle)
        1    0.000    0.000    0.000    0.000 events.py:575(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:609(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:624(_Local)
        1    0.000    0.000    0.000    0.000 events.py:673(_RunningLoop)
        1    0.000    0.000    0.000    0.000 events.py:98(TimerHandle)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.002    0.002 extension_dict.py:31(<module>)
        1    0.000    0.000    0.000    0.000 extension_dict.py:63(_ExtensionDict)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
       11    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       11    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.002    0.002   11.281   11.281 grpc_client.py:1(<module>)
        1    0.007    0.007   11.241   11.241 grpc_client.py:11(run)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:164(Event)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:232(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:354(Semaphore)
        1    0.000    0.000    0.000    0.000 locks.py:432(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:44(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:49(EncodeError)
        1    0.000    0.000    0.000    0.000 message.py:54(Message)
        1    0.000    0.000    0.007    0.007 message_factory.py:31(<module>)
        1    0.000    0.000    0.000    0.000 message_factory.py:56(MessageFactory)
        2    0.000    0.000    0.000    0.000 message_factory.py:59(__init__)
        1    0.000    0.000    0.000    0.000 message_listener.py:31(<module>)
        1    0.000    0.000    0.000    0.000 message_listener.py:40(MessageListener)
        1    0.000    0.000    0.000    0.000 message_listener.py:73(NullMessageListener)
        1    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        8    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        8    0.000    0.000    0.000    0.000 os.py:754(encode)
        2    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.009    0.009 pas_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pas_pb2_grpc.py:12(__init__)
        1    0.000    0.000    0.010    0.010 pas_pb2_grpc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pas_pb2_grpc.py:30(PASServicer)
        1    0.000    0.000    0.000    0.000 pas_pb2_grpc.py:68(PAS)
        1    0.000    0.000    0.000    0.000 pas_pb2_grpc.py:8(PASStub)
        1    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:166(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:181(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
       29    0.000    0.000    0.000    0.000 python_message.py:1008(_AddStrMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:1015(_AddReprMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:1022(_AddUnicodeMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:104(__new__)
       29    0.000    0.000    0.000    0.000 python_message.py:1050(_AddByteSizeMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:1077(_AddSerializeToStringMethod)
        2    0.000    0.000    0.004    0.002 python_message.py:1080(SerializeToString)
       29    0.000    0.000    0.000    0.000 python_message.py:1090(_AddSerializePartialToStringMethod)
        2    0.000    0.000    0.004    0.002 python_message.py:1093(SerializePartialToString)
        2    0.000    0.000    0.004    0.002 python_message.py:1099(InternalSerialize)
       29    0.000    0.000    0.000    0.000 python_message.py:1122(_AddMergeFromStringMethod)
        1    0.000    0.000    1.513    1.513 python_message.py:1124(MergeFromString)
        1    0.000    0.000    1.513    1.513 python_message.py:1144(InternalParse)
       29    0.000    0.000    0.000    0.000 python_message.py:1202(_AddIsInitializedMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:1206(<listcomp>)
        2    0.000    0.000    0.000    0.000 python_message.py:1209(IsInitialized)
       29    0.000    0.000    0.000    0.000 python_message.py:1305(_AddMergeFromMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:1354(_AddWhichOneofMethod)
       29    0.001    0.000    0.001    0.000 python_message.py:1415(_AddMessageMethods)
       29    0.000    0.000    0.000    0.000 python_message.py:1441(_AddPrivateHelperMethods)
        1    0.000    0.000    0.000    0.000 python_message.py:1444(Modified)
        1    0.000    0.000    0.000    0.000 python_message.py:1475(_Listener)
        3    0.000    0.000    0.000    0.000 python_message.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 python_message.py:1521(_OneofListener)
       29    0.000    0.000    0.002    0.000 python_message.py:157(__init__)
      127    0.000    0.000    0.000    0.000 python_message.py:216(_PropertyName)
       29    0.000    0.000    0.000    0.000 python_message.py:245(_AddSlots)
      127    0.000    0.000    0.000    0.000 python_message.py:265(_IsMessageSetExtension)
      254    0.000    0.000    0.000    0.000 python_message.py:273(_IsMapField)
      127    0.000    0.000    0.001    0.000 python_message.py:284(_AttachFieldHelpers)
      133    0.000    0.000    0.000    0.000 python_message.py:319(AddDecoder)
        1    0.000    0.000    0.006    0.006 python_message.py:36(<module>)
       29    0.000    0.000    0.000    0.000 python_message.py:367(_AddClassAttributesForNestedExtensions)
       29    0.000    0.000    0.000    0.000 python_message.py:374(_AddEnumValues)
      127    0.000    0.000    0.000    0.000 python_message.py:411(_DefaultValueConstructorForField)
        1    0.000    0.000    0.000    0.000 python_message.py:442(MakeRepeatedScalarDefault)
       29    0.000    0.000    0.000    0.000 python_message.py:480(_AddInitMethod)
        3    0.000    0.000    0.000    0.000 python_message.py:498(init)
        1    0.000    0.000    0.000    0.000 python_message.py:567(_GetFieldByName)
       29    0.000    0.000    0.000    0.000 python_message.py:583(_AddPropertiesForFields)
      127    0.000    0.000    0.000    0.000 python_message.py:594(_AddPropertiesForField)
        1    0.000    0.000    0.000    0.000 python_message.py:619(_FieldProperty)
      127    0.000    0.000    0.000    0.000 python_message.py:622(__init__)
       37    0.000    0.000    0.000    0.000 python_message.py:627(_AddPropertiesForRepeatedField)
      986    0.001    0.000    0.001    0.000 python_message.py:644(getter)
       80    0.000    0.000    0.000    0.000 python_message.py:671(_AddPropertiesForNonRepeatedScalarField)
        2    0.000    0.000    0.000    0.000 python_message.py:688(getter)
        1    0.000    0.000    0.000    0.000 python_message.py:697(field_setter)
       10    0.000    0.000    0.000    0.000 python_message.py:730(_AddPropertiesForNonRepeatedCompositeField)
        1    0.000    0.000    0.000    0.000 python_message.py:77(GeneratedProtocolMessageType)
       29    0.000    0.000    0.000    0.000 python_message.py:774(_AddPropertiesForExtensions)
       29    0.000    0.000    0.000    0.000 python_message.py:789(_AddStaticMethods)
        1    0.000    0.000    1.513    1.513 python_message.py:799(FromString)
        2    0.000    0.000    0.000    0.000 python_message.py:806(_IsPresent)
       29    0.000    0.000    0.000    0.000 python_message.py:818(_AddListFieldsMethod)
        2    0.000    0.000    0.000    0.000 python_message.py:821(ListFields)
        2    0.000    0.000    0.000    0.000 python_message.py:822(<listcomp>)
        2    0.000    0.000    0.000    0.000 python_message.py:823(<lambda>)
       29    0.000    0.000    0.000    0.000 python_message.py:833(_AddHasFieldMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:874(_AddClearFieldMethod)
        9    0.000    0.000    0.000    0.000 python_message.py:912(_AddClearExtensionMethod)
        9    0.000    0.000    0.000    0.000 python_message.py:924(_AddHasExtensionMethod)
       29    0.000    0.000    0.000    0.000 python_message.py:978(_AddEqualsMethod)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:226(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:31(StreamReader)
       13    0.000    0.000    0.002    0.000 re.py:250(compile)
        1    0.000    0.000    0.000    0.000 re.py:270(escape)
       13    0.000    0.000    0.002    0.000 re.py:289(_compile)
        1    0.000    0.000    0.007    0.007 reflection.py:33(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 selector_events.py:613(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:757(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:995(_SelectorDatagramTransport)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:507(KqueueSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       71    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
