4.930765151977539s 	18506294 photons in 1008640 bins
6.299368858337402s 	18506294 photons in 1008640 bins
         9174210 function calls (9172717 primitive calls) in 11.281 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       72    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        5    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:604(iteritems)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:85(_import_module)
       24    0.000    0.000    0.000    0.000 six.py:856(with_metaclass)
       24    0.000    0.000    0.000    0.000 six.py:861(metaclass)
       24    0.000    0.000    0.000    0.000 six.py:863(__new__)
       24    0.000    0.000    0.000    0.000 six.py:874(__prepare__)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.003    0.003 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
      235    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      236    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      237    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      238    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
       38    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       38    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       16    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       16    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       50    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       24    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    14/12    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       10    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       13    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
       26    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       13    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       32    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   120/13    0.000    0.000    0.001    0.000 sre_compile.py:71(_compile)
       13    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
      122    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      254    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
      684    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
       51    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      143    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
   145/39    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
       13    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      729    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
      289    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
      591    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      151    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       10    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       32    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       23    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
    44/13    0.000    0.000    0.001    0.000 sre_parse.py:435(_parse_sub)
    60/16    0.000    0.000    0.001    0.000 sre_parse.py:493(_parse)
       13    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       78    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       26    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       13    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       13    0.000    0.000    0.001    0.000 sre_parse.py:937(parse)
       26    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.005    0.005 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:403(SSLProtocol)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:696(Popen)
        1    0.000    0.000    0.000    0.000 symbol_database.py:111(RegisterServiceDescriptor)
        2    0.000    0.000    0.000    0.000 symbol_database.py:122(RegisterFileDescriptor)
        2    0.000    0.000    0.000    0.000 symbol_database.py:192(Default)
        1    0.000    0.000    0.000    0.000 symbol_database.py:31(<module>)
        1    0.000    0.000    0.000    0.000 symbol_database.py:66(SymbolDatabase)
       29    0.000    0.000    0.000    0.000 symbol_database.py:69(RegisterMessage)
       29    0.000    0.000    0.000    0.000 symbol_database.py:87(RegisterMessageDescriptor)
        6    0.000    0.000    0.000    0.000 symbol_database.py:97(RegisterEnumDescriptor)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:692(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 text_encoding.py:31(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:43(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:50(<listcomp>)
        1    0.000    0.000    0.001    0.001 text_format.py:1217(Tokenizer)
        1    0.000    0.000    0.000    0.000 text_format.py:1232(<listcomp>)
        1    0.000    0.000    0.001    0.001 text_format.py:31(<module>)
        1    0.000    0.000    0.000    0.000 text_format.py:320(_Printer)
        1    0.000    0.000    0.000    0.000 text_format.py:71(Error)
        1    0.000    0.000    0.000    0.000 text_format.py:75(ParseError)
        1    0.000    0.000    0.000    0.000 text_format.py:796(_Parser)
        1    0.000    0.000    0.000    0.000 text_format.py:98(TextWriter)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:1107(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1122(daemon)
        2    0.000    0.000    0.000    0.000 threading.py:1189(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1242(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1272(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1274(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1293(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:1318(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        9    0.000    0.000    0.000    0.000 threading.py:228(__init__)
     1980    0.001    0.000    0.001    0.000 threading.py:256(__enter__)
     1980    0.001    0.000    0.001    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
        2    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
      986    0.003    0.000    4.896    0.005 threading.py:280(wait)
        3    0.000    0.000    0.000    0.000 threading.py:351(notify)
        3    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        3    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:529(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 threading.py:556(wait)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:766(Thread)
        2    0.000    0.000    0.000    0.000 threading.py:777(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:855(start)
        1    0.000    0.000    0.000    0.000 threading.py:918(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:922(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:925(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 type_checkers.py:109(TypeChecker)
        3    0.000    0.000    0.000    0.000 type_checkers.py:115(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:135(TypeCheckerWithDefault)
        3    0.000    0.000    0.000    0.000 type_checkers.py:137(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:147(IntValueChecker)
  1008640    0.209    0.000    0.761    0.000 type_checkers.py:151(CheckValue)
        1    0.000    0.000    0.000    0.000 type_checkers.py:167(EnumValueChecker)
        6    0.000    0.000    0.000    0.000 type_checkers.py:171(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:187(UnicodeValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:194(CheckValue)
        1    0.000    0.000    0.000    0.000 type_checkers.py:223(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:230(Uint32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:235(Int64ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:240(Uint64ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:252(FloatValueChecker)
        1    0.000    0.000    0.001    0.001 type_checkers.py:31(<module>)
       12    0.000    0.000    0.000    0.000 type_checkers.py:79(SupportsOpenEnums)
       90    0.000    0.000    0.000    0.000 type_checkers.py:82(GetTypeChecker)
       44    0.000    0.000    0.000    0.000 types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 types.py:244(coroutine)
       24    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
      163    0.000    0.000    0.000    0.000 typing.py:121(_type_check)
       87    0.000    0.000    0.000    0.000 typing.py:176(_collect_type_vars)
       43    0.000    0.000    0.000    0.000 typing.py:187(<listcomp>)
       32    0.000    0.000    0.000    0.000 typing.py:191(_check_generic)
       32    0.000    0.000    0.000    0.000 typing.py:203(_deduplicate)
       32    0.000    0.000    0.000    0.000 typing.py:217(_remove_dups_flatten)
  365/341    0.000    0.000    0.002    0.000 typing.py:256(inner)
       24    0.000    0.000    0.000    0.000 typing.py:322(__repr__)
    56/32    0.000    0.000    0.001    0.000 typing.py:337(__getitem__)
       32    0.000    0.000    0.001    0.000 typing.py:418(Union)
       96    0.000    0.000    0.000    0.000 typing.py:450(<genexpr>)
       24    0.000    0.000    0.000    0.000 typing.py:456(Optional)
        4    0.000    0.000    0.000    0.000 typing.py:605(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:617(<genexpr>)
      527    0.000    0.000    0.000    0.000 typing.py:642(_is_dunder)
       82    0.000    0.000    0.000    0.000 typing.py:654(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:683(__getattr__)
      525    0.000    0.000    0.000    0.000 typing.py:690(__setattr__)
       82    0.000    0.000    0.001    0.000 typing.py:716(__init__)
      224    0.000    0.000    0.000    0.000 typing.py:720(<genexpr>)
      166    0.000    0.000    0.000    0.000 typing.py:727(__eq__)
  148/126    0.000    0.000    0.000    0.000 typing.py:733(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:781(__mro_entries__)
       32    0.000    0.000    0.000    0.000 typing.py:809(__getitem__)
       66    0.000    0.000    0.000    0.000 typing.py:814(<genexpr>)
       40    0.000    0.000    0.000    0.000 typing.py:818(copy_with)
        9    0.000    0.000    0.000    0.000 typing.py:853(copy_with)
       17    0.000    0.000    0.000    0.000 typing.py:857(__getitem__)
        9    0.000    0.000    0.000    0.000 typing.py:871(__getitem_inner__)
       21    0.000    0.000    0.000    0.000 typing.py:879(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:885(__getitem__)
       24    0.000    0.000    0.000    0.000 typing.py:896(<genexpr>)
       40    0.000    0.000    0.000    0.000 typing.py:904(__eq__)
    53/48    0.000    0.000    0.000    0.000 typing.py:909(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:961(__class_getitem__)
        3    0.000    0.000    0.000    0.000 typing.py:969(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:972(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:983(__init_subclass__)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1026(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1100(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1205(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1326(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1415(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:881(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:973(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 well_known_types.py:253(Duration)
        1    0.000    0.000    0.001    0.001 well_known_types.py:31(<module>)
        1    0.000    0.000    0.000    0.000 well_known_types.py:414(FieldMask)
        1    0.000    0.000    0.000    0.000 well_known_types.py:564(_FieldMaskTree)
        1    0.000    0.000    0.000    0.000 well_known_types.py:60(Any)
        1    0.000    0.000    0.000    0.000 well_known_types.py:753(Struct)
        1    0.000    0.000    0.000    0.000 well_known_types.py:806(ListValue)
        1    0.000    0.000    0.000    0.000 well_known_types.py:95(Timestamp)
       74    0.000    0.000    0.000    0.000 wire_format.py:259(IsTypePackable)
        1    0.000    0.000    0.000    0.000 wire_format.py:31(<module>)
      425    0.000    0.000    0.000    0.000 wire_format.py:80(PackTag)
      434    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x104e72860}
       87    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
  1008640    0.145    0.000    0.348    0.000 {built-in method _abc._abc_instancecheck}
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
1008657/1008648    0.123    0.000    0.123    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       95    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      886    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       14    0.005    0.000    0.005    0.000 {built-in method _imp.create_dynamic}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
     14/3    0.001    0.000    0.017    0.006 {built-in method _imp.exec_dynamic}
       44    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      134    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      886    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       13    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       52    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       53    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       30    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1424    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      524    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        3    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  410/409    0.003    0.000    0.009    0.000 {built-in method builtins.__build_class__}
     45/8    0.000    0.000    0.036    0.005 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       52    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      351    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
     97/1    0.000    0.000   11.281   11.281 {built-in method builtins.exec}
     1234    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     1628    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
  218/172    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
  1015348    0.123    0.000    0.552    0.000 {built-in method builtins.isinstance}
      275    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
2647/2519    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      278    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      143    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      819    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.010    0.005    0.010    0.005 {built-in method builtins.sum}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      285    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method fromhex}
       23    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       95    0.001    0.000    0.001    0.000 {built-in method io.open_code}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       95    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
      304    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       43    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       10    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      507    0.002    0.000    0.002    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       29    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.build_census_context}
        1    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.channel_credentials_insecure}
        1    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.fork_register_channel}
        1    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.fork_unregister_channel}
        2    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.get_deadline_from_context}
        2    0.000    0.000    0.000    0.000 {grpc._cython.cygrpc.get_fork_epoch}
       29    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
     1978    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       95    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
     1980    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      529    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       17    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       24    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
      985    0.001    0.000    0.001    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
      987    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
      985    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
     1976    4.891    0.002    4.891    0.002 {method 'acquire' of '_thread.lock' objects}
     1014    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      986    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
  1011316    0.030    0.000    0.030    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'grpc._cython.cygrpc.Channel' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.kqueue' objects}
        1    0.000    0.000    0.000    0.000 {method 'code' of 'grpc._cython.cygrpc.ReceiveStatusOnClientOperation' objects}
       12    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
